文献番号,著者・編者,著者・編者ふりがな,発行年1,発行年2,論文名,雑誌名・報告書名
B290036,塚田良道,つかだよしみち,1981,,奈良県香芝町サカイ遺跡,旧石器考古学23
B290037,塚田良道,つかだよしみち,1982,,鶴峯荘第2地点遺跡,旧石器考古学25
B290038,天理参考館,てんりさんこうかん,1992,,布留遺跡豊井（打破り）地区発掘調査中間報告,天理参考館報第5号
B290039,天理市教育委員会,てんりしきょういくいいんかい,1979,,,布留遺跡範囲確認調査報告書
B290040,天理市教育委員会,てんりしきょういくいいんかい,1998,,柳本遺跡群大ナカ田地点,天理市埋蔵文化財調査概報（平成9年度・国庫補助事業）
B290041,同志社大学旧石器文化談話会,どうししゃだいがくきゅうせっきぶんかだんわかい,1974,,,ふたがみ－二上山北麓石器時代遺跡群踏査報告－
B290042,豊岡卓之,とよおかたくし,1982,,桜ヶ丘第3地点遺跡地点北方採集の尖頭器,旧石器考古学25
B290043,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1978,,桜井市外鎌山北麓古墳群,奈良県史跡名勝天然記念物調査報告第34冊
B290044,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1979,,二上山・桜ヶ丘遺跡－第1地点の発掘調査報告－,奈良県史跡名勝天然記念物調査報告第38冊
B290045,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1982,,香芝町穴虫清風荘第1地点遺跡発掘調査概報,奈良県遺跡調査概報1980年度第一分冊
B290046,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1983,a,香芝町桜ヶ丘第1地点遺跡第2次発掘調査概報,奈良県遺跡調査概報1981年度第一分冊
B290047,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1983,b,香芝町田尻峠第2地点遺跡発掘調査概報,奈良県遺跡調査概報1982年度第一分冊
B290048,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1984,,二上山北麓石器製作遺跡の調査－清風荘第3地点遺跡・滝ケ谷遺跡－,奈良県文化財調査報告書第42集
B290049,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1991,a,高田垣内古墳群,奈良県史跡名勝天然記念物調査報告第63冊
B290050,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1991,b,布目川流域の遺跡6,奈良県遺跡調査概報1990年度第一分冊
B290051,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1994,,勢野バラタニ遺跡,奈良県遺跡調査概報1993年度第一分冊
B290052,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1995,,保津・宮古遺跡第9-b次・第10次・第11次発掘調査概報,奈良県遺跡調査概報1994年度第一分冊
B290053,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1996,,三郷町峯ノ阪遺跡発掘調査概報,奈良県遺跡調査概報1995年度第一分冊
B290054,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1999,a,田原城跡発掘調査報告,奈良県遺跡調査概報1998年度第一分冊
B290055,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1999,b,京奈和自動車道「五條道路」発掘調査概報,奈良県遺跡調査概報1998年度第三分冊
B290056,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2000,a,南郷遺跡群Ⅳ,奈良県立橿原考古学研究所調査報告第76冊
B290057,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2000,b,箸尾遺跡第26次発掘調査概報,奈良県遺跡調査概報1999年度第二分冊
B290058,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2001,,西北窪遺跡発掘調査概報・北窪遺物散布地試掘調査概報,奈良県遺跡調査概報2000年度
B290059,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2002,a,桐山和田遺跡,奈良県文化財調査報告書第91集
B290060,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2002,b,箸尾遺跡第29・30次発掘調査概報,奈良県遺跡調査概報2001年度第二分冊
B290061,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,a,宮の平遺跡Ⅱ－縄紋時代早・前期編－,奈良県立橿原考古学研究所調査報告第86冊
B290062,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,b,上津大片刈遺跡,奈良県文化財調査報告書第104集
B290063,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,c,柳茶屋遺跡発掘調査報告,奈良県遺跡調査概報2002年第二分冊
B290064,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,d,別對道端遺跡第1・2次調査,奈良県遺跡調査概報2002年第一分冊
B290065,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,e,釜窪遺跡2002年度,奈良県遺跡調査概報2002年第二分冊
B290066,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2004,,鴨都波遺跡第20次調査,奈良県遺跡調査概報2003年第二分冊
B290067,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2005,,庵治遺跡－京名和自動車道「大和区間」建設に伴う発掘調査報告Ⅵ－,奈良県文化財調査報告書第113集
B290068,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2006,,馬見二ノ谷遺跡－馬見丘陵における旧石器時代遺跡の調査－,奈良県立橿原考古学研究所調査報告第95冊
B290069,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2009,a,龍田陣屋跡2008年度Ａ地区,奈良県遺跡調査概報2008年（第1分冊）
B290070,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2009,b,龍田陣屋跡・稲葉車瀬遺物散布地2008年度Ｂ地区,奈良県遺跡調査概報2008年（第1分冊）
B290071,奈良国立文化財研究所,ならこくりつぶんかざいけんきゅうしょ,1995,,,平城京左京二条二坊・三条二坊発掘調査報告－長屋王邸・藤原麻呂邸の調査－
B290072,奈良国立文化財研究所,ならこくりつぶんかざいけんきゅうしょ,1997,,,平城京左京七条一坊十五・十六坪発掘調査報告
B290073,奈良市教育委員会,ならしきょういくいいんかい,1997,,平城京左京四条五坊三坪の調査第353-2次,奈良市埋蔵文化財調査概要報告書平成8年度
B290074,奈良市教育委員会,ならしきょういくいいんかい,2002,,水間遺跡の調査第1・2・3次,奈良市埋蔵文化財調査概要報告書平成12年度
B290075,奈良市教育委員会,ならしきょういくいいんかい,2007,,別所下ノ前・辻堂・大谷口遺跡　水間遺跡,県営圃場整備事業田原東地区における埋蔵文化財発掘調査概要報告書Ⅱ
B290076,奈良市教育委員会,ならしきょういくいいんかい,2008,,ゼニヤクボ遺跡発掘調査概要報告,奈良市埋蔵文化財調査年報 平成17（2005）年度
B290077,奈良文化財研究所,ならぶんかざいけんきゅうしょ,2003,a,平城京左京二条二坊十四坪発掘調査報告　旧石器時代編［法華寺南遺跡］,奈良文化財研究所学報第67冊
B290078,奈良文化財研究所,ならぶんかざいけんきゅうしょ,2003,b,吉備池廃寺発掘調査報告－百済大寺跡の調査－,奈良文化財研究所学報第68冊
B290079,榛原町教育委員会,はいばらちょうきょういくいいんかい,2001,,桧牧市場西垣内遺跡・坊ノ浦遺跡,中山間地域総合整備事業地域埋蔵文化財発掘調査概要報告書
B290080,原　真一,はらしんいち,1982,,鶴峯荘第4地点南遺跡,旧石器考古学25
B290081,埋蔵文化財天理教調査団,まいぞうぶんかざいてんりきょうちょうさだん,1988,,別所裏山遺跡・豊田山遺跡発掘調査報告－弥生時代後期の高地性集落－,考古学調査研究中間報告13
B290082,前澤郁浩,まえさわいくひろ,2002,,岡崎遺跡1次調査の成果,平成13年度　奈良県内市町村埋蔵文化財発掘調査報告会資料
B290083,麻柄一志,まがらひとし,1985,,瀬戸内技法第1工程の接合資料－奈良県香芝町田尻峠第1地点遺跡－,旧石器考古学30
B290084,増田一裕,ますだかずひろ,1981,,新発見の田尻峠第4地点遺跡,旧石器考古学22
B290085,増田一裕,ますだかずひろ,1982,,桜ヶ丘第3地点遺跡,旧石器考古学25
B290086,松浦五輪美,まつうらいわみ,1996,,奈良市内出土の旧石器について,旧石器考古学52
B290087,松藤和人,まつふじかずと,1981,,二上山北麓・清風荘第1地点遺跡発見の石器,旧石器考古学22
B290088,松藤和人,まつふじかずと,1982,a,桜ヶ丘第4地点遺跡,旧石器考古学25
B290089,松藤和人,まつふじかずと,1982,b,黒岩遺跡,旧石器考古学25
B290090,松藤和人,まつふじかずと,1982,c,田尻峠第6地点遺跡,旧石器考古学25
B290091,松藤和人,まつふじかずと,1982,d,二上山の石器文化をめぐる諸問題－『ふたがみ』以降の成果と課題－,旧石器考古学25
B290092,松藤和人,まつふじかずと,1986,,鶴峯荘第6地点遺跡の盤状剥片石核,旧石器考古学33
B290093,光石鳴巳,みついしなるみ,1999,,奈良県峯ノ阪遺跡の石器群,「櫃石島技法」の再検討　第23回近畿旧石器交流会資料
B290094,光石鳴巳,みついしなるみ,2001,,奈良県内出土の有茎尖頭器について,縄文文化の起源を探る（橿原考古学研究所附属博物館特別展図録第56冊）
B290095,光石鳴巳,みついしなるみ,2005,a,奈良県内出土の旧石器について－近年の新出資料を中心に－,旧石器考古学66
B290096,光石鳴巳,みついしなるみ,2005,b,慈光院裏山遺跡出土の有茎尖頭器,青陵第117号
B290097,光石鳴巳,みついしなるみ,2006,,多遺跡出土の有茎尖頭器,田原本町文化財調査年報14
B290098,水戸部秀樹・松村恵司,みとべひでき・まつむらえいじ,1999,,明日香出土の二つの尖頭器,奈良国立文化財研究所年報1991-I
B290099,柳沢一宏,やなぎさわかずひろ,1990,,奈良県宇陀郡榛原町内牧採集の有舌尖頭器,旧石器考古学41
B290100,大和高田市教育委員会,やまとたかだしきょういくいいんかい,2001,,池田遺跡,奈良県大和高田市遺跡調査報告ダイジェスト
B290101,吉井宣子,よしいのりこ,1984,,二上山麓・鶴峯荘第5地点遺跡の新資料,旧石器考古学29
B290102,吉井宣子,よしいのりこ,1986,,奈良県香芝町平地山遺跡における新資料,旧石器考古学33
B290103,吉井宣子,よしいのりこ,1987,a,奈良県香芝町黒岩遺跡の新資料,旧石器考古学34
B290104,吉井宣子,よしいのりこ,1987,b,二上山北麓・鶴峯荘第5地点遺跡,旧石器考古学35
B290105,吉井宣子,よしいのりこ,1988,a,二上山北麓・鶴峯荘第3地点遺跡,旧石器考古学36
B290106,吉井宣子,よしいのりこ,1988,b,奈良県香芝町田尻峠第6地点遺跡,旧石器考古学37
B290107,吉井宣子,よしいのりこ,1989,,二上山北麓・鶴峯荘第3地点遺跡,旧石器考古学36
B290108,吉井宣子,よしいのりこ,1994,,奈良県香芝市瑞宝園第1～3地点遺跡,旧石器考古学49
